rowid,SiteName,Province_y,Ecoregion,Type,Latitude,Longitude,Year,Date,Phylum,Class,Order,Family,Genus,Species,Count,EPT_index,EPT_to_Total_Ratio,EPT_Class,SamplingDevice,StreamOrder,Velocity-Avg,Depth-Avg,General-Conductivity,Chl-a,General-DO,General-TempWater,General-Turbidity,General-pH,Nitrogen-TN,Phosphorus-TP,As,Se
41471,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Ceratopogonidae,Mallochohelea,,7,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41472,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Ceratopogonidae,Probezzia,,100,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41473,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,,,3,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41474,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Brundiniella,Brundiniella eumorpha,1,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41475,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,,48,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41476,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Conchapelopia,,1,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41477,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,3,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41478,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,ocladius,,3,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41479,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Odontomesa,Odontomesa fulva,2,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41480,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,2,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41481,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Paracladopelma,Paracladopelma undine,11,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41482,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Parakiefferiella,,550,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41483,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,3,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41484,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum scalaenum,7,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41485,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Rheopelopia,,1,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41486,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Stempellinella,,3,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41487,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Stictochironomus,,5,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41488,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,10,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41489,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Insecta,Diptera,Empididae,Neoplasta,,4,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41490,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus pseudolimnaeus,7,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41491,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Arachnida,Trombidiformes,Lebertiidae,Lebertia,,1,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41492,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Arachnida,Sarcoptiformes,Hydrozetidae,Hydrozetes,,1,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41493,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Nemata,,,,,,3,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41494,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,,,5,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41495,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,,3,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41496,Imogene,ON,Abitibi Plains,River,48.02527778,-85.90944444,2010,9/22/2010,Arthropoda,Ostracoda,Podocopida,Candonidae,,,7,0.0161,1.6112,Poor,Kick Net,3,0.05,0.32,,,10.68,10.16,,7.58,0.29,0.0052,0.00047,0.00012
41497,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Annelida,Clitellata,Tubificida,Naididae,Chaetogaster,Chaetogaster diaphanus,100,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41498,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Annelida,Clitellata,Tubificida,Naididae,Nais,,1400,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41499,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais bretscheri,1450,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41500,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais communis,1200,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41501,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais pardalis,500,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41502,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais simplex,1950,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41503,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Annelida,Clitellata,Tubificida,Naididae,Pristina,,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41504,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Ephemeroptera,Baetidae,Acerpenna,Acerpenna macdunnoughi,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41505,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41506,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Plecoptera,Capniidae,Paracapnia,,150,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41507,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,,250,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41508,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Conchapelopia,,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41509,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Corynoneura,,150,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41510,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,350,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41511,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,,150,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41512,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Limnophyes,,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41513,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Neostempellina,,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
41514,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,750,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43060,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Parakiefferiella,,3750,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43061,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43062,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Potthastia,Potthastia longimana,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43063,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Prodiamesa,Prodiamesa olivacea,400,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43064,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Psectrocladius,,1800,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43065,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Stictochironomus,,200,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43066,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,,100,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43067,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Insecta,Diptera,Empididae,Neoplasta,,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43068,Oiseau,ON,Abitibi Plains,River,48.398,-86.185,2010,9/16/2010,Arthropoda,Maxillopoda,Cyclopoida,Cyclopidae,,,50,0.0165,1.6502,Poor,Kick Net,3,0.21,0.1,231,,8.24,9.08,,8.01,0.141,0.0025,0.00059,0.00009
43244,Lyons Creek,ON,Lake Erie Lowland,River,42.97472222,-79.22,2010,9/7/2010,Arthropoda,Insecta,Odonata,Coenagrionidae,,,2,0.0093,0.9328,Poor,Box Core,,,,315,,9.79,22.54,,8.38,3220,0.0501,8.5,
43245,Tee Creek,ON,Lake Erie Lowland,River,43.02555556,-79.10944444,2010,9/8/2010,Arthropoda,Insecta,Odonata,Coenagrionidae,,,7,0.0296,2.9630,Poor,Benthic Core,3,,,429,,6.78,19.64,,7.69,3280,0.0835,3,
44331,Willow Creek,ON,Manitoulin-Lake Simcoe,River,45.17255556,-81.52255556,2008,9/8/2008,Annelida,Clitellata,,Enchytraeidae,Enchytraeus,,25,0.3560,35.6037,Moderate,Kick Net,1,0.18,16,,,8.6,17.16,,7.56,,0.0084,,
44332,Willow Creek,ON,Manitoulin-Lake Simcoe,River,45.17255556,-81.52255556,2008,9/8/2008,Annelida,Clitellata,Tubificida,Naididae,Immatures with cheatal hairs,,75,0.3560,35.6037,Moderate,Kick Net,1,0.18,16,,,8.6,17.16,,7.56,,0.0084,,
44333,Willow Creek,ON,Manitoulin-Lake Simcoe,River,45.17255556,-81.52255556,2008,9/8/2008,Annelida,Clitellata,Tubificida,Naididae,Immatures without cheatal hairs,,25,0.3560,35.6037,Moderate,Kick Net,1,0.18,16,,,8.6,17.16,,7.56,,0.0084,,
44334,Willow Creek,ON,Manitoulin-Lake Simcoe,River,45.17255556,-81.52255556,2008,9/8/2008,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais bretscheri,12.5,0.3560,35.6037,Moderate,Kick Net,1,0.18,16,,,8.6,17.16,,7.56,,0.0084,,
44335,Willow Creek,ON,Manitoulin-Lake Simcoe,River,45.17255556,-81.52255556,2008,9/8/2008,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais communis,37.5,0.3560,35.6037,Moderate,Kick Net,1,0.18,16,,,8.6,17.16,,7.56,,0.0084,,
44336,Willow Creek,ON,Manitoulin-Lake Simcoe,River,45.17255556,-81.52255556,2008,9/8/2008,Annelida,Clitellata,Tubificida,Naididae,Pristina,Pristina aequiseta,25,0.3560,35.6037,Moderate,Kick Net,1,0.18,16,,,8.6,17.16,,7.56,,0.0084,,
44337,Willow Creek,ON,Manitoulin-Lake Simcoe,River,45.17255556,-81.52255556,2008,9/8/2008,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Lumbriculus,Lumbriculus variegatus,25,0.3560,35.6037,Moderate,Kick Net,1,0.18,16,,,8.6,17.16,,7.56,,0.0084,,
45749,Dorcas Bay Seep,ON,Manitoulin-Lake Simcoe,River,45.19694444,-81.56922222,2007,9/17/2007,Arthropoda,Insecta,Diptera,Muscidae,,,7.69,0.0436,4.3576,Poor,Kick Net,1,0.07,10.4,0.473,,9.79,11.88,,7.58,,,,
47598,Centreville Creek,ON,Manitoulin-Lake Simcoe,River,44.61951667,-80.62671667,2012,10/12/2012,Annelida,Clitellata,Opisthopora,Lumbricidae,,,4,0.8350,83.4980,Good,Kick Net,3,0.34,20,415,,11.41,7.55,18.2,8.29,,0.005,1.6,5
47599,Centreville Creek,ON,Manitoulin-Lake Simcoe,River,44.61951667,-80.62671667,2012,10/12/2012,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Stylodrilus,,51,0.8350,83.4980,Good,Kick Net,3,0.34,20,415,,11.41,7.55,18.2,8.29,,0.005,1.6,5
47600,Centreville Creek,ON,Manitoulin-Lake Simcoe,River,44.61951667,-80.62671667,2012,10/12/2012,Nemertea,Enopla,Hoplonemertea,Tetrastemmatidae,Prostoma,,7,0.8350,83.4980,Good,Kick Net,3,0.34,20,415,,11.41,7.55,18.2,8.29,,0.005,1.6,5
47601,Centreville Creek,ON,Manitoulin-Lake Simcoe,River,44.61951667,-80.62671667,2012,10/12/2012,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,31,0.8350,83.4980,Good,Kick Net,3,0.34,20,415,,11.41,7.55,18.2,8.29,,0.005,1.6,5
47602,Centreville Creek,ON,Manitoulin-Lake Simcoe,River,44.61951667,-80.62671667,2012,10/12/2012,Arthropoda,Malacostraca,Isopoda,Asellidae,Caecidotea,,1,0.8350,83.4980,Good,Kick Net,3,0.34,20,415,,11.41,7.55,18.2,8.29,,0.005,1.6,5
47603,Bighead River,ON,Manitoulin-Lake Simcoe,River,44.54898333,-80.69826667,2012,10/12/2012,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,,180,0.6538,65.3846,Good,Kick Net,5,0.38,21.83,487,,12.11,8.09,2.4,8.5,,0.01,2,5
47604,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Perlidae,Acroneuria,,5.26,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47605,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,,142.1,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47606,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Perlidae,Paragnetina,,5.26,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47607,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Perlidae,,,10.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47608,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Taeniopteryx,,89.47,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47609,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Plecoptera,,,,10.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47610,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Ceratopsyche,,115.78,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47611,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,,142.1,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47612,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Philopotamidae,Chimarra,,10.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47613,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Glossosoma,,5.26,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47614,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,,36.84,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47615,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,,5.26,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47616,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Coleoptera,Elmidae,Optioservus,,221.05,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47617,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Coleoptera,Elmidae,Stenelmis,,10.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47618,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,,5.26,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47619,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,5.26,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47620,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,,189.47,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47621,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Nilothauma,,5.26,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47622,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,42.1,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47623,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Parachaetocladius,,10.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47624,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Parametriocnemus,,10.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47625,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,,10.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47626,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,,10.52,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47627,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Sublettea,,21.05,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47628,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Thienemannimyia,,73.68,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
47629,Pretty River,ON,Manitoulin-Lake Simcoe,River,44.44325,-80.23723333,2012,10/15/2012,Arthropoda,Insecta,Diptera,Chironomidae,Trissopelopia,,5.26,0.3860,38.5993,Moderate,Kick Net,4,0.49,17,479,,10.61,10.53,2.4,8.49,,0.005,2.3,5
